40.25	117.25	-1.58662	-3.15468
40	117.25	-1.66996	-2.00801
39.75	117.25	-2.71329	-1.52801
39.5	117.25	-2.60329	-1.61468
39.25	117.25	-0.0432928	-0.491344
39	117.25	2.79338	1.42532
38.75	117.25	3.52671	2.22866
38.5	117.25	3.32338	2.19866
38.25	117.25	3.67004	3.27199
38	117.25	4.16004	5.18532
37.75	117.25	4.20671	6.02199
37.5	117.25	3.95338	5.61199
37.25	117.25	3.53004	4.82199
40.25	117.5	-0.499959	-3.42801
40	117.5	-1.57329	-1.83468
39.75	117.5	-3.16996	-1.37134
39.5	117.5	-3.02329	-1.71134
39.25	117.5	-0.066626	-0.938011
39	117.5	3.48671	0.948656
38.75	117.5	4.83338	2.03866
38.5	117.5	4.59004	2.20199
38.25	117.5	4.52338	3.06866
38	117.5	4.70671	4.79532
37.75	117.5	4.61671	5.54532
37.5	117.5	4.07004	4.93866
37.25	117.5	3.20004	3.99199
40.25	117.75	0.0367072	-3.43134
40	117.75	-1.53662	-1.80801
39.75	117.75	-3.13662	-1.79134
39.5	117.75	-3.03996	-2.24468
39.25	117.75	0.0867073	-1.61134
39	117.75	4.69671	0.401989
38.75	117.75	6.87338	1.96199
38.5	117.75	6.80671	2.44866
38.25	117.75	5.99004	3.14532
38	117.75	5.24338	4.45866
37.75	117.75	4.74338	5.08199
37.5	117.75	4.05004	4.44866
37.25	117.75	3.03338	3.63199
40.25	118	-0.339959	-3.71134
40	118	-1.56662	-2.23801
39.75	118	-2.68329	-2.47801
39.5	118	-2.80329	-2.74801
39.25	118	0.213374	-2.17468
39	118	5.66004	-0.191344
38.75	118	8.41004	1.48532
38.5	118	8.63338	2.29199
38.25	118	7.97338	3.38532
38	118	5.89004	4.31532
37.75	118	4.76004	4.72199
37.5	118	4.01671	4.13866
37.25	118	3.10671	3.48866
40.25	118.25	-0.726626	-4.06801
40	118.25	-1.04662	-2.70468
39.75	118.25	-1.89662	-2.95468
39.5	118.25	-2.48996	-2.99468
39.25	118.25	0.140041	-2.33468
39	118.25	5.98338	-0.731344
38.75	118.25	9.36338	0.811989
38.5	118.25	9.85002	1.77532
38.25	118.25	9.06338	3.07199
38	118.25	6.10004	4.00532
37.75	118.25	4.65338	4.38532
37.5	118.25	3.96338	3.81532
37.25	118.25	3.21004	3.19866
40.25	118.5	-0.656626	-4.66801
40	118.5	-0.496626	-3.33468
39.75	118.5	-1.07662	-3.22134
39.5	118.5	-1.97662	-3.09468
