40.25	117.25	0.198714	1.69082
40	117.25	-0.17462	1.09082
39.75	117.25	0.902047	0.0408195
39.5	117.25	2.33538	0.417486
39.25	117.25	2.35871	1.29748
39	117.25	1.32205	2.01082
38.75	117.25	0.298714	2.46415
38.5	117.25	-0.147953	2.42415
38.25	117.25	-0.0712865	2.51748
38	117.25	-0.211286	2.74415
37.75	117.25	-0.721286	2.89415
37.5	117.25	-1.28129	2.77415
37.25	117.25	-1.71129	2.25748
40.25	117.5	-0.32462	2.20415
40	117.5	-0.50462	1.49748
39.75	117.5	0.88538	-0.0191805
39.5	117.5	2.29538	0.414153
39.25	117.5	2.04538	1.71748
39	117.5	0.362047	2.36748
38.75	117.5	-1.42462	2.25748
38.5	117.5	-1.74795	1.65748
38.25	117.5	-0.76462	1.91415
38	117.5	-0.357953	2.46082
37.75	117.5	-0.72462	2.65415
37.5	117.5	-1.36462	2.37082
37.25	117.5	-1.84129	1.74082
40.25	117.75	-1.08795	2.35748
40	117.75	-0.791286	1.36415
39.75	117.75	0.71538	-0.109181
39.5	117.75	2.07871	0.557486
39.25	117.75	1.57538	2.40082
39	117.75	-0.94462	3.72748
38.75	117.75	-3.00795	2.34082
38.5	117.75	-3.38462	0.280819
38.25	117.75	-1.80129	0.650819
38	117.75	-0.671286	1.89082
37.75	117.75	-0.647953	2.33082
37.5	117.75	-1.23462	2.00415
37.25	117.75	-1.82129	1.35748
40.25	118	-0.981287	1.46748
40	118	-0.511286	0.687486
39.75	118	0.778714	-0.312514
39.5	118	2.16871	0.500819
39.25	118	1.89205	2.83748
39	118	0.0353801	4.27748
38.75	118	-1.70129	1.99082
38.5	118	-2.64462	-0.932515
38.25	118	-2.29462	-1.19252
38	118	-0.817953	1.00748
37.75	118	-0.507953	1.82082
37.5	118	-1.04129	1.65415
37.25	118	-1.84129	1.13082
40.25	118.25	-0.25462	0.290819
40	118.25	-0.0412866	-0.155847
39.75	118.25	0.992047	-0.722514
39.5	118.25	2.50871	-0.0458472
39.25	118.25	2.95205	1.96082
39	118.25	2.13205	3.69415
38.75	118.25	0.78538	1.42415
38.5	118.25	-0.761286	-1.78918
38.25	118.25	-1.52129	-2.50918
38	118.25	-0.717953	-0.0991805
37.75	118.25	-0.397953	1.18748
37.5	118.25	-0.981287	1.36415
37.25	118.25	-1.92462	1.05748
40.25	118.5	0.308714	-0.339181
40	118.5	0.222047	-0.755847
39.75	118.5	1.18871	-1.40252
39.5	118.5	2.76871	-0.949181
39.25	118.5	3.58538	0.947485
39	118.5	3.67538	3.00748
38.75	118.5	2.64871	1.10415
38.5	118.5	0.902047	-2.00252
38.25	118.5	-0.541286	-2.98918
38	118.5	-0.597953	-0.649181
37.75	118.5	-0.61462	0.864153
37.5	118.5	-1.16795	1.20415
37.25	118.5	-2.07795	1.04748
40.25	118.75	0.212047	-0.265847
40	118.75	0.408714	-0.952514
39.75	118.75	1.23205	-1.96918
39.5	118.75	2.61538	-1.76918
39.25	118.75	3.62871	0.264153
39	118.75	4.11871	2.64082
38.75	118.75	3.44871	1.09748
38.5	118.75	1.80538	-1.75252
38.25	118.75	0.00538003	-2.61252
38	118.75	-0.83462	-0.492514
37.75	118.75	-1.27462	1.13415
37.5	118.75	-1.82795	1.41748
37.25	118.75	-2.30795	0.934153
40.25	119	-0.107953	-0.272514
40	119	0.442047	-0.719181
39.75	119	0.762047	-1.95918
39.5	119	1.65871	-2.21918
39.25	119	2.73205	-0.165847
39	119	3.75205	2.25082
38.75	119	3.76871	1.04415
38.5	119	2.47205	-1.31252
38.25	119	0.46538	-1.72918
38	119	-1.15462	0.297486
37.75	119	-1.94462	1.86748
37.5	119	-2.66795	1.53415
37.25	119	-2.50129	0.407486
40.25	119.25	-0.0179533	-0.539181
40	119.25	-0.18462	0.110819
39.75	119.25	-0.831286	-1.05585
39.5	119.25	-0.551286	-2.10252
39.25	119.25	0.748714	-0.605847
39	119.25	2.92205	1.28748
38.75	119.25	3.89871	0.610819
38.5	119.25	3.19205	-0.895847
38.25	119.25	1.32871	-0.629181
38	119.25	-0.711286	1.46082
37.75	119.25	-1.76795	2.47082
37.5	119.25	-2.13462	0.970818
37.25	119.25	-2.00795	-0.559181
40.25	119.5	-0.0779532	-0.745847
40	119.5	-1.49795	1.14748
39.75	119.5	-3.04129	0.274153
39.5	119.5	-2.80462	-1.79918
39.25	119.5	-0.66462	-1.63918
39	119.5	2.29871	-0.302514
38.75	119.5	3.93538	-0.239181
38.5	119.5	3.81538	-0.725847
38.25	119.5	2.42871	0.140819
38	119.5	0.728714	1.91415
37.75	119.5	-0.02462	1.95082
37.5	119.5	-0.247953	-0.222514
37.25	119.5	-0.757953	-1.38252
40.25	119.75	-0.78462	-0.885847
40	119.75	-2.93462	1.59082
39.75	119.75	-4.26795	0.704153
39.5	119.75	-3.24795	-1.90252
39.25	119.75	-0.64462	-2.79252
39	119.75	2.32871	-2.00252
38.75	119.75	3.99871	-1.28585
38.5	119.75	4.14538	-0.792514
38.25	119.75	3.23205	0.397486
38	119.75	2.02871	1.52415
37.75	119.75	1.53871	0.744153
37.5	119.75	1.19538	-1.33585
37.25	119.75	0.16538	-1.70918
40.25	120	-1.68795	-0.969182
40	120	-4.36462	1.32415
39.75	120	-4.54795	-0.192514
39.5	120	-2.80462	-2.60252
39.25	120	0.0720469	-3.76585
